,Source,Destination,Capacity,Airline
43716,HIR,BNY,20.0,IE
43717,HIR,CHY,20.0,IE
43718,HIR,EGM,20.0,IE
43719,HIR,FRE,20.0,IE
43720,HIR,GZO,20.0,IE
43721,HIR,GZO,50,IE
43722,HIR,IRA,50,IE
43723,HIR,JJA,9.0,IE
43724,HIR,KGE,20.0,IE
43725,HIR,MUA,50,IE
43726,HIR,MUA,20.0,IE
43727,HIR,NAN,100,IE
43728,HIR,NNB,20.0,IE
43729,HIR,RBV,9.0,IE
43730,HIR,RNA,20.0,IE
43731,HIR,RNL,20.0,IE
43732,HIR,RUS,9.0,IE
43733,HIR,SCZ,50,IE
43734,HIR,VAO,9.0,IE
43735,HIR,VLI,150,IE
43736,IRA,HIR,50,IE
43737,IRA,NNB,20.0,IE
43738,IRA,RNA,20.0,IE
43739,JJA,HIR,9.0,IE
43740,KGE,GZO,20.0,IE
43741,KGE,MUA,20.0,IE
43742,MUA,EGM,20.0,IE
43743,MUA,GZO,50,IE
43744,MUA,HIR,50,IE
43745,MUA,HIR,20.0,IE
43746,MUA,KGE,20.0,IE
43747,NAN,HIR,100,IE
43748,NAN,VLI,150,IE
43749,NNB,HIR,20.0,IE
43750,NNB,IRA,20.0,IE
43751,RBV,HIR,9.0,IE
43752,RBV,MUA,20.0,IE
43753,RNA,HIR,20.0,IE
43754,RNA,IRA,20.0,IE
43755,RNL,BNY,20.0,IE
43756,RNL,HIR,20.0,IE
43757,RUS,HIR,9.0,IE
43758,SCZ,HIR,50,IE
43759,VAO,HIR,20.0,IE
43760,VAO,HIR,9.0,IE
43761,VLI,HIR,150,IE
43762,VLI,NAN,150,IE
43763,AMM,FCO,150,IG
43764,BDS,MUC,150,IG
43765,BDS,ZRH,150,IG
43766,BGY,OMO,150,IG
43767,BLQ,CAG,172,IG
43768,BLQ,CTA,150,IG
43769,BLQ,CTA,126,IG
43770,BLQ,KIV,126,IG
43771,BLQ,OLB,172,IG
43772,BRI,TXL,150,IG
43773,BSL,CTA,150,IG
43774,CAG,BLQ,172,IG
43775,CAG,DUS,150,IG
43776,CAG,MUC,150,IG
43777,CAG,NAP,126,IG
43778,CAG,NAP,172,IG
43779,CAG,TRN,172,IG
43780,CAG,VRN,172,IG
43781,CDG,OLB,172,IG
43782,CDG,OLB,150,IG
43783,CDG,PMO,124,IG
43784,CGN,OLB,150,IG
43785,CTA,BLQ,150,IG
43786,CTA,BLQ,126,IG
43787,CTA,BSL,150,IG
43788,CTA,DUS,150,IG
43789,CTA,FCO,126,IG
43790,CTA,FRA,150,IG
43791,CTA,LIN,126,IG
43792,CTA,LIN,172,IG
43793,CTA,MLA,124,IG
43794,CTA,MUC,150,IG
43795,CTA,NAP,126,IG
43796,CTA,NAP,150,IG
43797,CTA,NAP,172,IG
43798,CTA,STR,150,IG
43799,CTA,TRN,126,IG
43800,CTA,TXL,150,IG
43801,CTA,VRN,126,IG
43802,CTA,VRN,150,IG
43803,CTA,ZRH,150,IG
43804,DKR,MXP,126,IG
43805,DKR,MXP,216,IG
43806,DUS,CAG,150,IG
43807,DUS,CTA,150,IG
43808,DUS,FCO,150,IG
43809,DUS,FLR,150,IG
43810,DUS,MXP,150,IG
43811,DUS,NAP,150,IG
43812,DUS,OLB,150,IG
43813,DUS,VCE,150,IG
43814,FCO,AMM,150,IG
43815,FCO,CTA,126,IG
43816,FCO,DUS,150,IG
43817,FCO,FUE,150,IG
43818,FCO,LRM,216,IG
43819,FCO,MLA,124,IG
43820,FCO,MXP,216,IG
43821,FCO,OLB,172,IG
43822,FCO,TXL,150,IG
43823,FCO,VIE,150,IG
43824,FLR,DUS,150,IG
43825,FLR,STR,150,IG
43826,FLR,VIE,150,IG
43827,FRA,CTA,150,IG
43828,FUE,FCO,150,IG
43829,FUE,MXP,126,IG
43830,FUE,TFS,150,IG
43831,FUE,VRN,150,IG
43832,HAM,OLB,150,IG
43833,KBP,NAP,126,IG
43834,KIV,BLQ,126,IG
43835,KIV,MXP,126,IG
43836,KIV,VRN,126,IG
43837,LGW,NAP,126,IG
43838,LGW,OLB,150,IG
43839,LIN,CTA,126,IG
43840,LIN,CTA,172,IG
43841,LIN,MLA,124,IG
43842,LIN,NAP,172,IG
43843,LIN,NAP,126,IG
43844,LIN,OLB,172,IG
43845,LRM,FCO,216,IG
43846,MLA,CTA,124,IG
43847,MLA,FCO,124,IG
43848,MLA,LIN,124,IG
43849,MLE,MXP,216,IG
43850,MRU,FCO,216,IG
43851,MUC,BDS,150,IG
43852,MUC,CAG,150,IG
43853,MUC,CTA,150,IG
43854,MUC,NAP,150,IG
43855,MUC,OLB,150,IG
43856,MXP,DKR,126,IG
43857,MXP,DKR,216,IG
43858,MXP,DUS,150,IG
43859,MXP,FCO,216,IG
43860,MXP,FUE,126,IG
43861,MXP,KIV,126,IG
43862,MXP,MRU,216,IG
43863,MXP,SSH,126,IG
43864,MXP,TFS,150,IG
43865,MXP,TIA,150,IG
43866,MXP,TLV,150,IG
43867,MXP,TLV,126,IG
43868,MXP,TXL,150,IG
43869,MXP,VIE,150,IG
43870,NAP,CAG,126,IG
43871,NAP,CAG,172,IG
43872,NAP,CTA,150,IG
43873,NAP,CTA,126,IG
43874,NAP,CTA,172,IG
43875,NAP,DUS,150,IG
43876,NAP,KBP,126,IG
43877,NAP,LGW,126,IG
43878,NAP,LIN,172,IG
43879,NAP,LIN,126,IG
43880,NAP,MUC,150,IG
43881,NAP,OLB,172,IG
43882,NAP,OLB,126,IG
43883,NAP,STR,150,IG
43884,NAP,TLV,126,IG
43885,NAP,TRN,126,IG
43886,NAP,TXL,150,IG
43887,NAP,VCE,126,IG
43888,NAP,VCE,172,IG
43889,NAP,VRN,126,IG
43890,NAP,VRN,150,IG
43891,NAP,VRN,172,IG
43892,NAP,ZRH,150,IG
43893,NUE,OLB,150,IG
43894,OLB,BLQ,172,IG
43895,OLB,CDG,172,IG
43896,OLB,CDG,150,IG
43897,OLB,CGN,150,IG
43898,OLB,DUS,150,IG
43899,OLB,FCO,172,IG
43900,OLB,HAM,150,IG
43901,OLB,LGW,150,IG
43902,OLB,LIN,172,IG
43903,OLB,MUC,150,IG
43904,OLB,NAP,172,IG
43905,OLB,NAP,126,IG
43906,OLB,NUE,150,IG
43907,OLB,STR,150,IG
43908,OLB,TRN,172,IG
43909,OLB,TXL,150,IG
43910,OLB,VIE,150,IG
43911,OLB,VRN,172,IG
43912,OLB,ZRH,150,IG
43913,OMO,BGY,150,IG
43914,PMO,CDG,124,IG
43915,STR,CTA,150,IG
43916,STR,FLR,150,IG
43917,STR,NAP,150,IG
43918,STR,OLB,150,IG
43919,STR,VCE,150,IG
43920,SUF,ZRH,150,IG
43921,TFS,FCO,150,IG
43922,TFS,MXP,150,IG
43923,TIA,MXP,150,IG
43924,TIA,VRN,150,IG
43925,TLV,MXP,150,IG
43926,TLV,MXP,126,IG
43927,TLV,NAP,126,IG
43928,TRN,CAG,172,IG
43929,TRN,CTA,126,IG
43930,TRN,NAP,126,IG
43931,TRN,OLB,172,IG
43932,TXL,BRI,150,IG
43933,TXL,CTA,150,IG
43934,TXL,FCO,150,IG
43935,TXL,MXP,150,IG
43936,TXL,NAP,150,IG
43937,TXL,OLB,150,IG
43938,TXL,VCE,150,IG
43939,VCE,DUS,150,IG
43940,VCE,NAP,126,IG
43941,VCE,NAP,172,IG
43942,VCE,STR,150,IG
43943,VCE,TXL,150,IG
43944,VIE,FCO,150,IG
43945,VIE,FLR,150,IG
43946,VIE,MXP,150,IG
43947,VIE,OLB,150,IG
43948,VRN,CAG,172,IG
43949,VRN,CTA,172,IG
43950,VRN,CTA,126,IG
43951,VRN,CTA,150,IG
43952,VRN,FUE,150,IG
43953,VRN,KIV,126,IG
43954,VRN,NAP,150,IG
43955,VRN,NAP,126,IG
43956,VRN,NAP,172,IG
43957,VRN,OLB,172,IG
43958,VRN,TFS,150,IG
43959,VRN,TIA,150,IG
43960,ZRH,BDS,150,IG
43961,ZRH,CTA,150,IG
43962,ZRH,NAP,150,IG
43963,ZRH,OLB,150,IG
43964,ZRH,SUF,150,IG
43965,AMQ,SXK,50,IL
43966,BDJ,PKN,74,IL
43967,BDJ,SUB,74,IL
43968,CGK,PKN,126,IL
43969,DJJ,OKL,50,IL
43970,DJJ,WMX,74,IL
43971,DJJ,WMX,115,IL
43972,DOB,LUV,50,IL
43973,KTG,PKN,74,IL
43974,KTG,PNK,74,IL
43975,KTG,PNK,126,IL
43976,LUV,AMQ,50,IL
43977,LUV,DOB,50,IL
43978,OKL,DJJ,50,IL
